"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count"
"GO:0003272","endocardial cushion formation","14/4843","28/18860",0.00488504764693344,0.0435542546396124,0.0347904981861978,14
"GO:0044342","type B pancreatic cell proliferation","14/4843","28/18860",0.00488504764693344,0.0435542546396124,0.0347904981861978,14
"GO:0060065","uterus development","14/4843","28/18860",0.00488504764693344,0.0435542546396124,0.0347904981861978,14
"GO:0061383","trabecula morphogenesis","21/4843","48/18860",0.00489587385316907,0.0435542546396124,0.0347904981861978,21
"GO:0006865","amino acid transport","58/4843","166/18860",0.00490243697592199,0.0435542546396124,0.0347904981861978,58
"GO:0010522","regulation of calcium ion transport into cytosol","11/4843","20/18860",0.00490801052441919,0.0435542546396124,0.0347904981861978,11
"GO:0060749","mammary gland alveolus development","11/4843","20/18860",0.00490801052441919,0.0435542546396124,0.0347904981861978,11
"GO:0061377","mammary gland lobule development","11/4843","20/18860",0.00490801052441919,0.0435542546396124,0.0347904981861978,11
"GO:0007131","reciprocal meiotic recombination","25/4843","60/18860",0.0049296256431944,0.0436226675393535,0.0348451454045706,25
"GO:0140527","reciprocal homologous recombination","25/4843","60/18860",0.0049296256431944,0.0436226675393535,0.0348451454045706,25
"GO:0042476","odontogenesis","48/4843","133/18860",0.00494269094358656,0.0436269216721744,0.0348485435433154,48
"GO:0045776","negative regulation of blood pressure","22/4843","51/18860",0.00494762052206912,0.0436269216721744,0.0348485435433154,22
"GO:0072330","monocarboxylic acid biosynthetic process","79/4843","237/18860",0.00495096720283522,0.0436269216721744,0.0348485435433154,79
"GO:0090102","cochlea development","24/4843","57/18860",0.0049601633150005,0.0436466544716875,0.0348643058134161,24
"GO:0060348","bone development","74/4843","220/18860",0.00497573564739459,0.0437223605766858,0.0349247787369094,74
"GO:0022898","regulation of transmembrane transporter activity","34/4843","88/18860",0.00504272680643499,0.0439349576276749,0.0350945981352214,34
"GO:0120193","tight junction organization","34/4843","88/18860",0.00504272680643499,0.0439349576276749,0.0350945981352214,34
"GO:0048593","camera-type eye morphogenesis","51/4843","143/18860",0.00505684355693899,0.0439349576276749,0.0350945981352214,51
"GO:0002934","desmosome organization","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0010454","negative regulation of cell fate commitment","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0016322","neuron remodeling","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0032905","transforming growth factor beta1 production","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0034501","protein localization to kinetochore","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0048935","peripheral nervous system neuron development","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0072148","epithelial cell fate commitment","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:1903083","protein localization to condensed chromosome","9/4843","15/18860",0.00507695956009951,0.0439349576276749,0.0350945981352214,9
"GO:0045637","regulation of myeloid cell differentiation","76/4843","227/18860",0.00509548610513489,0.0440345452115927,0.0351741472329233,76
"GO:1905954","positive regulation of lipid localization","39/4843","104/18860",0.00511806285600849,0.0441688120475891,0.0352813976072633,39
"GO:0007229","integrin-mediated signaling pathway","43/4843","117/18860",0.00520305584158191,0.0448218925580368,0.0358030687161407,43
"GO:0032370","positive regulation of lipid transport","33/4843","85/18860",0.00520802672534409,0.0448218925580368,0.0358030687161407,33
"GO:0034446","substrate adhesion-dependent cell spreading","38/4843","101/18860",0.00532227524496641,0.0457424039546839,0.0365383596846216,38
"GO:0007588","excretion","15/4843","31/18860",0.00535697754548699,0.045820761424197,0.0366009504791037,15
"GO:0034508","centromere complex assembly","15/4843","31/18860",0.00535697754548699,0.045820761424197,0.0366009504791037,15
"GO:0042430","indole-containing compound metabolic process","15/4843","31/18860",0.00535697754548699,0.045820761424197,0.0366009504791037,15
"GO:0042886","amide transport","108/4843","338/18860",0.00536060549655094,0.045820761424197,0.0366009504791037,108
"GO:0014032","neural crest cell development","32/4843","82/18860",0.00537208700120798,0.0458564270007876,0.0366294396172591,32
"GO:1903825","organic acid transmembrane transport","56/4843","160/18860",0.00540218131799914,0.0460506597678351,0.0367845898955863,56
"GO:0007338","single fertilization","67/4843","197/18860",0.00546545268840591,0.0465267980557106,0.0371649221588239,67
"GO:1990868","response to chemokine","37/4843","98/18860",0.00553121892265094,0.0469592253324926,0.0375103387091249,37
"GO:1990869","cellular response to chemokine","37/4843","98/18860",0.00553121892265094,0.0469592253324926,0.0375103387091249,37
"GO:0055007","cardiac muscle cell differentiation","49/4843","137/18860",0.0055519123196097,0.0470712133692314,0.0375997931062045,49
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","58/4843","167/18860",0.00566485597230815,0.0479492281025557,0.0383011383648923,58
"GO:0046887","positive regulation of hormone secretion","55/4843","157/18860",0.00567075665478105,0.0479492281025557,0.0383011383648923,55
"GO:0002028","regulation of sodium ion transport","30/4843","76/18860",0.00569131209732906,0.0480582666199765,0.0383882367293103,30
"GO:0031069","hair follicle morphogenesis","16/4843","34/18860",0.00573418675838302,0.0482903190900605,0.0385735968303236,16
"GO:0086011","membrane repolarization during action potential","16/4843","34/18860",0.00573418675838302,0.0482903190900605,0.0385735968303236,16
"GO:0007589","body fluid secretion","36/4843","95/18860",0.00574446662638996,0.0483120423779767,0.0385909490732928,36
"GO:0014821","phasic smooth muscle contraction","12/4843","23/18860",0.00584372029906221,0.0487546557929738,0.0389445021610235,12
"GO:0031290","retinal ganglion cell axon guidance","12/4843","23/18860",0.00584372029906221,0.0487546557929738,0.0389445021610235,12
"GO:0034114","regulation of heterotypic cell-cell adhesion","12/4843","23/18860",0.00584372029906221,0.0487546557929738,0.0389445021610235,12
"GO:0061687","detoxification of inorganic compound","12/4843","23/18860",0.00584372029906221,0.0487546557929738,0.0389445021610235,12
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","12/4843","23/18860",0.00584372029906221,0.0487546557929738,0.0389445021610235,12
"GO:1903504","regulation of mitotic spindle checkpoint","12/4843","23/18860",0.00584372029906221,0.0487546557929738,0.0389445021610235,12
"GO:0051588","regulation of neurotransmitter transport","40/4843","108/18860",0.00590912352688057,0.0491846414655293,0.0392879683937696,40
"GO:0050768","negative regulation of neurogenesis","51/4843","144/18860",0.00591093714775408,0.0491846414655293,0.0392879683937696,51
"GO:0030071","regulation of mitotic metaphase/anaphase transition","35/4843","92/18860",0.00596147903277192,0.0493854280784373,0.0394483537878026,35
"GO:0033273","response to vitamin","35/4843","92/18860",0.00596147903277192,0.0493854280784373,0.0394483537878026,35
"GO:0060021","roof of mouth development","35/4843","92/18860",0.00596147903277192,0.0493854280784373,0.0394483537878026,35
"GO:0019722","calcium-mediated signaling","80/4843","242/18860",0.00596655315324442,0.0493854280784373,0.0394483537878026,80
"GO:0006910","phagocytosis, recognition","17/4843","37/18860",0.00602567800642497,0.0496781916061896,0.0396822089889886,17
"GO:0090183","regulation of kidney development","17/4843","37/18860",0.00602567800642497,0.0496781916061896,0.0396822089889886,17
"GO:2000352","negative regulation of endothelial cell apoptotic process","17/4843","37/18860",0.00602567800642497,0.0496781916061896,0.0396822089889886,17
"GO:0045766","positive regulation of angiogenesis","65/4843","191/18860",0.0060402767409819,0.049733197208557,0.0397261466553596,65
